date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2024-12-19,#Investing,151782,904901,0.95,Australia
2024-11-18,#BigData,51114,97156,-0.2,USA
2025-03-28,#AI,28627,91049,-0.88,Indonesia
2024-11-26,#MentalHealth,161489,310052,-0.22,China
2024-07-10,#RemoteWork,79968,286307,0.97,Nigeria
2024-11-27,#Python,16060,74161,-0.82,China
2024-09-10,#MetGala,124751,690280,-0.27,South Africa
2024-07-07,#Startup,51946,257499,0.59,South Africa
2024-06-14,#History,2864,11809,0.65,Germany
2025-01-06,#Gaming,111201,559765,-0.13,Germany
2024-11-14,#Photography,50497,169541,-0.04,Turkey
2025-02-17,#Stocks,162081,770246,0.12,Turkey
2024-08-22,#5G,104729,501567,-0.12,Russia
2024-08-08,#Movies,152481,763820,0.58,Germany
2024-11-26,#MetGala,148763,324251,0.53,Egypt
2025-04-01,#Coding,126372,255589,-0.88,Italy
2024-07-01,#Adventure,114892,522186,-0.87,South Korea
2024-06-23,#5G,67097,218657,0.44,Turkey
2025-03-01,#Fashion,154606,363335,-0.1,Canada
2024-06-03,#Entrepreneur,147074,876201,-0.64,Indonesia
2024-10-15,#BreakingNews,111472,424282,-0.02,Mexico
2024-08-02,#Oscars,161954,679412,-0.22,Germany
2024-11-18,#History,140500,381319,0.21,Egypt
2025-05-05,#Politics,82067,206979,0.39,Japan
2024-11-02,#Stocks,173874,618184,0.09,Egypt
2024-06-04,#EcoFriendly,39068,76667,0.98,Egypt
2024-11-01,#Robotics,22455,105105,-0.17,Brazil
2025-04-24,#TravelTuesday,26578,101802,-0.03,Italy
2025-02-10,#Nature,44922,160129,-0.96,UK
2024-06-14,#BigData,53778,91916,-0.66,Egypt
2024-11-19,#Fashion,149022,329780,-0.04,USA
2025-05-17,#Sustainability,184063,664945,-0.45,China
2024-05-30,#SelfCare,76611,174627,-0.57,Nigeria
2024-11-17,#WorldCup,150149,316876,-0.88,Canada
2024-09-02,#Foodie,139196,261143,-0.53,Egypt
2025-01-24,#EcoFriendly,64773,296638,0.83,Turkey
2025-04-17,#Fashion,26505,83454,-0.15,Japan
2024-07-28,#History,53144,238940,0.87,South Africa
2024-10-24,#Books,122393,270168,0.39,Indonesia
2025-04-21,#IoT,52918,101300,-0.37,Germany
2025-01-25,#ViralVideo,159871,382464,0.26,France
2024-11-06,#WorldCup,130543,328194,0.27,South Korea
2025-04-07,#FoodPorn,166504,412413,0.89,Australia
2025-01-25,#Art,94680,288253,-0.03,Mexico
2024-12-27,#Finance,89991,209731,0.01,UK
2025-04-22,#EcoFriendly,139718,629166,-0.5,Australia
2024-10-17,#Fashion,94655,196745,-0.6,Mexico
2024-06-01,#RemoteWork,97748,304794,-0.99,Russia
2025-02-15,#Photography,152390,539898,0.44,Indonesia
2024-06-07,#AI,56486,166319,0.87,Italy
2025-04-10,#NFT,6737,35199,0.23,Mexico
2024-06-11,#Crypto,187830,1010869,-0.53,Egypt
2025-01-26,#Science,164739,715905,0.01,Mexico
2025-04-13,#FitnessGoals,156986,830459,-0.26,Russia
2025-05-09,#Startup,120090,643925,0.8,Mexico
2025-04-10,#Python,108544,367324,0.54,Brazil
2024-09-09,#Innovation,124375,472117,0.29,Turkey
2024-10-18,#Productivity,197588,1170660,-0.28,Spain
2025-05-26,#Motivation,59658,276049,-0.6,Turkey
2024-08-21,#Blockchain,52347,92095,0.54,India
2024-08-02,#5G,110559,592372,-0.85,Germany
2024-10-29,#AI,37169,144241,-0.48,Russia
2025-03-03,#SmartCity,175331,661273,0.05,China
2025-05-16,#SmartCity,167021,960037,0.36,Turkey
2025-03-29,#EcoFriendly,44749,67953,-0.06,Brazil
2025-02-17,#EcoFriendly,101302,307966,0.08,Nigeria
2024-09-28,#Crypto,173540,925707,0.72,South Korea
2024-11-11,#Art,124833,291025,0.85,Japan
2025-04-03,#Science,138326,755466,0.46,India
2024-09-06,#MentalHealth,43640,133554,-0.65,Nigeria
2025-01-06,#MachineLearning,20021,102884,0.15,Indonesia
2025-04-30,#RemoteWork,92657,419678,0.74,Egypt
2025-05-11,#Productivity,32952,67987,-0.71,UK
2024-08-11,#Analytics,38916,155990,-0.2,India
2025-01-12,#Gaming,51211,229936,0.41,India
2025-04-19,#Fashion,147409,346182,0.39,South Africa
2024-06-22,#WorldCup,121694,704975,0.46,Brazil
2025-05-27,#Productivity,126882,693608,-0.17,South Africa
2025-04-26,#Coding,160779,549349,0.15,Turkey
2025-02-07,#IoT,125566,278566,-0.48,Nigeria
2024-10-10,#Gaming,180580,600899,-0.91,Italy
2025-02-06,#MetGala,158596,581558,0.89,China
2024-05-29,#Stocks,86671,419815,-0.45,Germany
2025-05-16,#AI,155208,761860,0.89,Mexico
2024-06-16,#Analytics,99945,411556,-0.21,USA
2024-11-03,#EcoFriendly,120090,380036,0.91,USA
2025-03-21,#Python,181602,984134,-0.71,Nigeria
2024-08-17,#Education,57673,122055,-0.46,Egypt
2025-01-26,#Books,59607,182742,-0.54,Italy
2024-06-10,#CyberSecurity,56709,104181,0.66,Egypt
2025-05-13,#Gaming,5922,24218,-0.25,Turkey
2025-02-05,#NFT,51306,104572,-0.94,South Korea
2024-10-13,#Productivity,63454,276534,0.11,South Korea
2024-09-16,#Investing,179703,622295,0.88,Spain
2025-01-08,#MachineLearning,105771,214043,0.97,China
2024-07-07,#Foodie,130638,198642,0.02,Indonesia
2024-07-27,#MentalHealth,147209,714306,-0.18,Japan
2024-12-19,#Foodie,132187,759026,-0.41,Germany
2024-06-30,#Photography,59906,230734,-0.44,Russia
2025-03-24,#Innovation,163118,901686,0.12,Canada
2024-10-02,#DataScience,82607,396056,-0.83,Turkey
2024-12-29,#Politics,69402,299997,-0.16,Turkey
2025-01-11,#Coding,137615,813252,-0.11,China
2025-04-09,#EcoFriendly,118356,184729,0.89,Egypt
2024-10-27,#Nature,95892,567510,0.87,South Africa
2024-11-04,#Politics,95424,524039,0.34,Russia
2025-01-06,#Adventure,137621,357235,-0.77,Brazil
2024-12-18,#MusicMonday,70330,161917,0.82,Russia
2025-03-03,#RemoteWork,97040,155663,-0.87,Turkey
2024-08-02,#RemoteWork,102165,241461,-0.66,USA
2025-05-11,#Travel,175734,438019,-0.28,Nigeria
2024-09-19,#Oscars,89799,175451,-0.38,Japan
2024-08-20,#Nature,128130,260974,-0.08,Germany
2025-03-29,#Stocks,16816,70416,0.18,Spain
2024-12-31,#Investing,41845,124958,0.61,India
2025-03-09,#History,130705,683906,-0.88,Australia
2025-02-06,#Books,20337,67672,0.35,UK
2025-04-29,#FitnessGoals,84929,351382,-0.04,Nigeria
2025-03-12,#Analytics,30932,95811,0.72,Russia
2025-03-27,#Motivation,84492,302094,0.66,Germany
2024-11-23,#ClimateChange,126365,694821,-0.79,Turkey
2025-01-16,#Entrepreneur,86975,238761,0.57,France
2025-03-14,#SelfCare,189633,888179,-0.25,China
2024-11-27,#EcoFriendly,95512,422823,-0.43,China
2025-04-23,#ViralVideo,31743,149657,0.56,UK
2024-08-23,#Photography,133387,289563,0.06,Indonesia
2024-10-04,#FitnessGoals,171346,331755,0.23,China
2024-10-08,#Business,26512,72017,-0.05,Australia
2025-04-29,#5G,192840,812032,0.41,China
2025-05-04,#MusicMonday,183728,403916,0.37,USA
2025-01-04,#NFT,77646,353020,0.28,Japan
2025-03-13,#Entrepreneur,142534,816127,-0.51,Japan
2024-10-13,#NFT,46310,255626,0.64,Egypt
2024-12-17,#MusicMonday,191938,1126379,-0.81,Brazil
2024-11-01,#Stocks,14768,50942,-0.19,Australia
2025-05-03,#Python,130670,768356,0.55,South Africa
2025-04-11,#Stocks,33984,85568,0.36,Spain
2025-04-10,#Innovation,134829,284520,-0.52,Indonesia
2025-05-16,#Finance,54519,300084,-0.69,China
2024-09-12,#Python,21195,93608,-0.89,USA
2025-01-15,#Cloud,29018,112957,-0.16,South Africa
2025-02-05,#Startup,136643,385129,-0.28,Italy
2024-06-06,#Entrepreneur,16558,78259,0.36,Brazil
2025-01-18,#DataScience,12379,55240,-0.85,China
2024-12-21,#Coding,60441,273974,0.64,South Africa
2024-07-11,#Oscars,124387,670549,0.62,Russia
2025-05-03,#Blockchain,164307,700611,-0.34,Spain
2024-10-10,#5G,85843,386998,0.01,Indonesia
2024-10-25,#Robotics,192286,670083,-0.91,South Korea
2024-08-01,#MusicMonday,57804,213370,0.96,Germany
2024-07-21,#SelfCare,120197,543013,-0.75,Turkey
2024-11-18,#IoT,89017,216737,0.56,Spain
2025-02-07,#Motivation,24527,128552,-0.97,Canada
2025-01-30,#Oscars,121545,547853,-0.19,France
2024-10-28,#Art,186274,662403,-0.13,Egypt
2024-10-05,#Analytics,4254,7868,0.61,USA
2025-04-06,#BreakingNews,37161,183316,-0.15,USA
2024-12-31,#Adventure,154716,893232,-0.73,Canada
2024-08-15,#Sustainability,27360,63311,0.94,Egypt
2024-12-11,#SpaceX,62102,235807,-0.55,South Africa
2024-07-11,#Hiking,130286,459966,0.02,UK
2024-12-05,#Startup,177573,595068,-0.5,Canada
2024-11-12,#Business,148571,246880,-0.35,Egypt
2024-09-26,#ClimateChange,66537,132919,-0.61,Germany
2024-10-17,#SpaceX,22304,81179,-0.59,India
2024-09-10,#Gaming,177482,398073,0.93,Indonesia
2024-11-03,#TechNews,137200,343240,-0.04,Indonesia
2025-01-10,#MentalHealth,136290,791681,-0.83,Egypt
2024-07-30,#Art,142617,452521,-0.51,UK
2024-11-15,#WorldCup,147105,491065,-0.89,Nigeria
2025-02-05,#CyberSecurity,14899,56119,-0.4,Germany
2024-11-18,#Python,2407,11738,0.58,France
2024-07-30,#Productivity,131828,634416,-0.33,South Korea
2025-02-08,#Blockchain,101020,326022,-0.79,Mexico
2024-12-21,#SelfCare,69297,295761,0.12,South Korea
2025-01-27,#Oscars,135687,285367,0.49,Russia
2025-03-22,#History,145789,581593,0.2,China
2024-06-01,#Foodie,88037,298370,0.34,China
2025-01-20,#SmartCity,120086,513533,0.2,USA
2024-10-03,#Nature,77175,169580,0.33,Italy
2025-05-19,#Elections2025,181529,388823,0.72,Canada
2024-11-18,#Coding,139372,789226,-0.24,Italy
2024-09-06,#Vegan,74579,439203,0.12,Russia
2024-11-07,#Python,4192,19741,0.29,South Africa
2024-08-23,#WorldCup,83703,260900,-0.9,Japan
2025-05-18,#Innovation,63612,274405,0.47,USA
2025-01-11,#Innovation,169918,537939,-0.55,Japan
2024-07-04,#Travel,197543,771086,0.23,Egypt
2024-07-27,#Motivation,65080,110335,-0.06,Indonesia
2024-12-09,#DataScience,132615,615403,-0.86,USA
2024-10-18,#MusicMonday,186906,958075,0.73,Italy
2024-12-11,#BigData,77452,152924,-0.35,China
2024-12-05,#MachineLearning,131322,342916,0.58,Brazil
2024-11-18,#Art,182912,292751,0.62,Spain
2024-12-12,#Fashion,161630,934366,-0.62,France
2025-04-04,#Analytics,3631,17565,0.97,South Africa
2024-10-19,#Travel,162695,367999,0.09,South Africa
2024-10-22,#MusicMonday,147264,507862,-0.99,Spain
2024-06-05,#Investing,142999,291288,0.29,Brazil
2024-10-13,#Cloud,117820,276497,-0.94,Spain
2025-02-10,#Politics,85046,185667,-0.29,Canada
2025-04-13,#Gaming,6895,24537,0.66,Germany
2024-10-23,#Vegan,12630,37166,0.39,Italy
2025-04-09,#Innovation,167479,460693,-0.98,Japan
2024-09-20,#CyberSecurity,136955,695407,-0.31,China
2024-12-16,#AIArt,18488,54234,0.5,India
2024-12-06,#RemoteWork,149916,674504,-0.07,India
2024-07-13,#Books,171406,335025,0.15,Spain
2024-09-17,#BigData,184998,467858,-0.29,Japan
2025-04-22,#Photography,195195,305217,-0.34,Australia
2024-10-13,#5G,199586,531439,-0.86,Mexico
2025-01-08,#Gaming,109380,438145,-0.86,Australia
2024-10-15,#Stocks,81049,318435,-0.23,Spain
2025-01-13,#AIArt,171239,503982,0.54,Egypt
2024-10-03,#TechNews,198525,674243,-0.84,Indonesia
2025-01-13,#Art,88259,222664,0.86,Japan
2024-09-02,#Cloud,71752,202434,0.78,Australia
2025-04-24,#SelfCare,175361,264252,0.8,Egypt
2025-03-16,#WorldCup,125091,257155,0.34,Brazil
2025-02-04,#Business,128628,355333,0.38,Spain
2025-01-07,#Innovation,58518,161008,0.65,Italy
2024-05-31,#EcoFriendly,83920,143914,0.08,Canada
2024-11-20,#DataScience,126365,700009,0.13,Japan
2025-01-18,#SpaceX,43312,124500,0.31,Canada
2024-11-27,#Nature,126395,726329,-0.73,South Korea
2024-09-20,#MachineLearning,55268,228661,-0.21,USA
2025-04-06,#SmartCity,94743,391880,-0.73,China
2025-02-26,#Movies,76109,254629,0.83,USA
2024-11-16,#Analytics,47442,152070,-0.93,Germany
2025-04-04,#Blockchain,19776,46182,-0.24,Australia
2025-02-28,#Robotics,99416,581864,-0.72,Mexico
2025-02-20,#FitnessGoals,72041,303039,-0.26,Australia
2025-01-11,#Robotics,29303,102142,0.45,South Korea
2024-07-06,#EcoFriendly,32378,159966,0.04,China
2025-04-16,#CyberSecurity,195946,1101784,-0.54,UK
2024-06-13,#Investing,14745,22286,-0.86,Japan
2024-08-02,#DataScience,112454,354592,0.4,Australia
2024-07-12,#AI,71924,351027,-0.78,Spain
2025-03-10,#MusicMonday,51777,96561,-0.18,Germany
2024-11-05,#Vegan,95093,341529,0.24,India
2024-06-18,#Vegan,167185,739819,-0.7,Australia
2024-07-04,#Coding,83035,354419,0.36,South Africa
2024-11-09,#RemoteWork,121154,251882,0.3,Nigeria
2024-05-29,#BigData,169582,978896,0.61,USA
2025-02-24,#Python,50915,247755,-0.22,Italy
2025-04-06,#Cloud,113315,462409,-0.66,UK
2025-04-08,#Education,48342,262052,-0.32,Brazil
2025-05-05,#BigData,97065,439397,-0.07,Egypt
2024-06-20,#Blockchain,166079,331780,-0.26,South Korea
2025-04-28,#Motivation,52241,216033,0.76,Brazil
2024-11-18,#Oscars,11923,35237,-0.44,UK
2024-11-26,#Productivity,94380,536072,-0.64,USA
2025-04-06,#FitnessGoals,28514,61610,0.36,Italy
2025-01-17,#IoT,11261,19398,0.73,Turkey
2025-04-03,#Elections2025,115263,230842,-0.94,South Africa
2024-07-21,#Analytics,188125,320805,0.42,Mexico
2025-04-08,#Science,150618,330710,-0.55,Germany
2024-12-11,#DeepLearning,8624,34698,-0.44,Mexico
2024-07-11,#Vegan,182341,969172,0.2,UK
2025-02-03,#Motivation,173138,392086,-0.12,Canada
2024-12-23,#Foodie,68501,233949,0.13,China
2024-10-01,#ClimateChange,182510,995851,0.76,USA
2024-11-27,#AIArt,28097,79712,0.2,Egypt
2025-02-27,#Cloud,141120,405452,0.46,Brazil
2025-01-30,#Business,53024,205310,-0.43,India
2025-04-01,#RemoteWork,177284,531675,0.14,UK
2025-02-28,#Books,18762,48364,0.81,South Africa
2024-08-20,#Stocks,99789,256814,0.39,Indonesia
2025-04-29,#MentalHealth,16213,37001,0.76,Japan
2024-11-11,#Sustainability,141230,463340,-0.15,South Korea
2025-03-21,#Science,24014,101232,-0.05,India
2024-06-04,#CyberSecurity,166878,956970,0.8,Japan
2024-09-22,#Politics,167226,960775,-0.36,China
2025-01-16,#Politics,128379,339052,-0.03,Australia
2025-01-16,#SpaceX,173031,941979,-0.28,Turkey
2024-10-01,#MusicMonday,183805,301218,-0.99,China
2024-07-21,#DataScience,47405,281539,-0.35,India
2024-09-05,#SelfCare,39591,227460,0.39,China
2025-05-19,#SelfCare,19677,106633,0.08,Nigeria
2025-01-19,#Crypto,84004,142330,-0.95,USA
2025-05-24,#Gaming,100075,387955,0.65,Germany
2025-03-01,#Adventure,120179,459345,-0.81,Mexico
2024-09-28,#Robotics,163432,272199,0.95,Indonesia
2024-11-24,#MentalHealth,7265,26204,0.17,Egypt
2025-05-27,#Crypto,174017,288067,0.3,Canada
2025-05-09,#AIArt,30828,119348,-0.86,Indonesia
2025-01-30,#5G,78534,269276,-0.01,South Korea
2024-11-21,#MachineLearning,61737,275125,0.05,Indonesia
2024-08-25,#Adventure,37277,69783,-0.35,Egypt
2025-03-30,#5G,72846,218787,0.87,South Korea
2024-10-19,#Adventure,30104,50000,-0.86,UK
2025-02-01,#Business,57873,104616,-0.64,India
2025-05-01,#Education,123785,526066,0.79,Mexico
2024-08-07,#SmartCity,100984,453767,-0.5,USA
2025-04-25,#FoodPorn,111481,567541,-0.6,UK
2024-12-06,#Oscars,175641,969811,0.21,Germany
2024-11-11,#ClimateChange,25118,97460,-0.89,Germany
2024-12-31,#TechNews,59404,124823,-0.43,Egypt
2024-09-09,#ViralVideo,191680,350800,0.13,South Africa
2025-05-26,#MachineLearning,165575,929389,0.76,France
2024-08-02,#Python,123160,304373,-1.0,India
2025-04-28,#Analytics,61673,361590,0.83,Indonesia
2024-12-26,#Coding,98132,413113,-0.41,Turkey
2024-09-11,#Nature,28422,93340,0.34,India
2025-03-22,#EcoFriendly,144740,558963,-0.98,Germany
2024-10-10,#Adventure,141168,395774,0.82,Mexico
2025-02-22,#Finance,43734,157621,0.19,India
2025-01-12,#Books,1865,2883,-0.4,Germany
2025-04-27,#MetGala,85716,457310,0.47,USA
2024-09-28,#MusicMonday,33788,184545,0.9,Canada
2025-02-07,#FoodPorn,178871,379805,-0.22,UK
2024-06-04,#Python,101031,473122,-0.56,South Africa
2025-04-15,#Photography,41331,102248,0.71,Australia
2024-08-04,#FitnessGoals,107121,498561,0.29,Russia
2024-10-04,#Stocks,172131,697804,-0.1,Turkey
2024-06-14,#Art,98156,516241,-0.07,France
2024-06-05,#ClimateChange,169900,542270,-0.86,UK
2025-01-20,#RemoteWork,58810,159396,-0.43,Germany
2025-05-24,#Productivity,54626,218400,-0.22,China
2024-05-29,#FoodPorn,101340,485783,0.93,Indonesia
2024-11-24,#AI,161588,453502,0.7,Japan
2024-09-16,#RemoteWork,195555,331567,-0.91,South Africa
2025-03-16,#Gaming,69271,183548,-0.66,India
2024-09-04,#MetGala,21170,119267,0.99,South Africa
2024-06-26,#DataScience,61578,143868,0.71,South Africa
2024-08-21,#Movies,83659,253946,-0.82,Nigeria
2024-12-07,#SelfCare,82358,233787,0.11,Nigeria
2025-01-07,#Movies,85893,197671,-0.07,Australia
2024-08-18,#BreakingNews,186064,1006190,0.02,Brazil
2024-10-21,#FoodPorn,61845,196293,0.01,Nigeria
2025-03-05,#BreakingNews,28266,149590,0.83,USA
2024-11-05,#Coding,184717,840503,0.62,Russia
2024-08-31,#Analytics,109733,394554,0.99,Italy
2024-06-24,#Innovation,1519,2869,0.39,Russia
2025-04-28,#Adventure,144068,618295,0.36,UK
2025-03-13,#Entrepreneur,113226,316252,-0.24,Brazil
2024-06-07,#SmartCity,144314,661451,0.99,South Korea
2025-05-26,#RemoteWork,171705,438740,-0.34,Mexico
2025-01-06,#AI,90105,196321,0.69,Egypt
2024-12-22,#TechNews,169447,845517,-0.22,Turkey
2024-09-17,#SelfCare,163517,380481,-0.04,Turkey
2024-10-23,#Analytics,76073,291730,0.83,Germany
2024-09-11,#Productivity,122579,575944,0.99,Brazil
2024-09-07,#Finance,115264,527097,0.04,USA
2024-09-24,#Robotics,70720,125053,0.53,Japan
2024-09-04,#Vegan,191557,998572,-0.09,Brazil
2025-03-16,#Foodie,188452,406491,-0.64,Canada
2025-05-05,#Business,133322,457465,-0.57,Brazil
2024-06-23,#Gaming,50206,80419,0.49,Australia
2025-04-19,#History,16460,27707,0.55,Spain
2024-08-07,#NFT,149134,773213,0.26,Spain
2024-11-03,#BreakingNews,53953,231344,-0.46,Australia
2024-10-03,#Photography,109607,261481,-0.45,Brazil
2024-06-08,#Oscars,34123,64900,-0.1,UK
2025-04-15,#Cloud,15393,43879,-0.33,Turkey
2024-08-18,#Business,10044,35256,0.64,China
2024-09-27,#Elections2025,165649,330786,0.36,Russia
2024-07-06,#Stocks,170995,325532,0.92,Indonesia
2024-06-06,#Investing,162780,334898,-0.28,Turkey
2024-09-08,#Elections2025,18325,78758,0.25,South Africa
2024-10-22,#Blockchain,57575,273549,-0.57,India
2025-04-05,#Innovation,84654,403594,-0.03,Mexico
2024-10-30,#CyberSecurity,82698,420957,-0.66,Turkey
2024-06-07,#Fashion,96600,173956,-0.29,France
2024-08-21,#EcoFriendly,86670,164762,0.87,India
2025-03-25,#ViralVideo,130266,699773,0.0,Russia
2025-03-21,#Adventure,191543,919496,-0.9,Brazil
2024-09-01,#Entrepreneur,139593,577064,-0.54,China
2025-01-06,#Analytics,12118,69731,-0.54,Russia
2024-10-23,#Sustainability,139605,445299,-0.07,Canada
2024-09-20,#Coding,125735,288490,-0.21,Spain
2025-04-24,#Motivation,15210,39610,0.17,Russia
2025-02-28,#Coding,37858,101410,-0.32,UK
2025-01-21,#Robotics,58595,106973,-0.29,Egypt
2024-10-20,#Cloud,40157,194515,0.11,Egypt
2024-08-24,#Motivation,184164,785948,-0.07,Spain
2024-11-28,#Entrepreneur,154033,437421,0.61,Japan
2025-05-08,#Health,126775,361605,-0.02,Turkey
2025-03-07,#EcoFriendly,151628,340106,-0.8,Spain
2024-10-07,#Entrepreneur,21258,94207,0.09,India
2024-06-22,#Politics,189259,653614,-0.33,Brazil
2024-08-20,#EcoFriendly,99820,494138,0.33,Germany
2025-01-09,#Movies,103933,466670,-0.77,South Africa
2025-04-01,#MusicMonday,133071,629402,-0.44,Mexico
2025-04-17,#RemoteWork,129213,313204,-0.85,Spain
2024-11-17,#BigData,169956,320741,-0.31,South Korea
2025-04-30,#Crypto,182040,745705,0.56,Italy
2024-12-23,#DeepLearning,94617,456021,0.14,Italy
2024-09-13,#Productivity,152766,601504,0.41,Brazil
2025-01-31,#AI,11135,18131,-0.34,France
2024-11-07,#Foodie,123696,703869,0.26,Brazil
2024-12-20,#Hiking,121540,526954,-0.44,Italy
2024-07-26,#Fashion,14558,36679,-0.53,Indonesia
2024-12-02,#Vegan,67716,314976,-0.87,Indonesia
2025-02-09,#DataScience,152546,662589,-0.47,Japan
2024-12-15,#Startup,49332,294866,0.3,Mexico
2025-02-28,#Oscars,166611,707801,0.3,Italy
2024-07-16,#Fashion,112886,491105,-0.47,Indonesia
2024-09-18,#SelfCare,72130,240302,0.45,Mexico
2024-07-10,#SpaceX,92610,534516,0.93,Brazil
2024-12-10,#MentalHealth,149563,810911,0.82,Indonesia
2025-05-03,#MusicMonday,18954,46471,-0.54,Mexico
2025-05-19,#AI,21371,67122,-0.4,Italy
2025-05-12,#Politics,77716,441149,-0.73,Australia
2025-05-09,#Adventure,4527,10741,0.35,Italy
2024-12-21,#Photography,117882,333474,-0.25,Egypt
2025-01-09,#Gaming,162982,887617,-0.47,Mexico
2024-09-28,#Hiking,181221,280766,0.13,Nigeria
2024-07-16,#Investing,193347,408461,0.47,Egypt
2024-07-16,#Robotics,5240,14704,0.34,Germany
2025-01-14,#Coding,73691,204841,0.94,Nigeria
2024-12-27,#Robotics,43771,179591,-0.17,Australia
2025-03-20,#Coding,77633,118290,-0.57,Spain
2024-06-20,#Startup,110458,171346,0.31,Nigeria
2024-12-15,#Python,181403,574377,0.92,France
2024-12-16,#MetGala,136757,398902,-0.4,Australia
2025-04-03,#Health,165963,730713,0.14,France
2024-06-25,#Productivity,84979,159661,0.97,Indonesia
2024-09-26,#MentalHealth,149838,782130,-0.85,Australia
2024-08-03,#Cloud,23470,77769,-0.78,Nigeria
2025-04-15,#FitnessGoals,169605,976028,0.36,Spain
2025-03-02,#5G,101926,391467,0.78,Mexico
2025-03-07,#Blockchain,51252,296365,0.61,UK
2025-01-26,#SmartCity,49233,137770,-0.42,Germany
2024-05-28,#MentalHealth,172785,819618,-0.63,Russia
2024-07-16,#Adventure,170750,942090,0.88,Italy
2024-11-02,#IoT,50327,217546,0.57,Spain
2024-11-08,#Gaming,131572,438478,-0.23,UK
2024-11-28,#Foodie,178139,391757,-0.29,Turkey
2024-06-19,#Foodie,99339,554189,-0.08,China
2025-03-31,#RemoteWork,116871,306313,0.18,Nigeria
2024-10-06,#Movies,30602,161951,0.13,UK
2024-07-05,#Finance,122472,671719,-0.82,Russia
2024-08-27,#Entrepreneur,61968,284638,0.06,Egypt
2025-03-16,#ViralVideo,61411,322989,-0.32,Italy
2024-11-11,#EcoFriendly,178295,276375,0.55,Canada
2024-07-17,#Crypto,81714,384347,-0.11,Egypt
2024-07-03,#Cloud,22492,63617,-0.2,Italy
2024-07-15,#FoodPorn,49723,247915,-0.32,France
2024-09-17,#EcoFriendly,16941,45347,0.16,Egypt
2025-04-30,#5G,110980,191088,0.88,UK
2025-04-28,#Coding,124565,741515,-0.57,Italy
2024-08-03,#BreakingNews,133834,260863,-0.35,South Korea
2024-08-09,#Fashion,161562,277563,0.89,Nigeria
2024-07-17,#ClimateChange,190095,492645,-0.79,UK
2024-12-17,#Hiking,178445,369503,-0.3,Spain
2024-08-09,#Hiking,49945,99937,-0.55,Indonesia
2025-05-14,#5G,165388,387216,0.52,India
2025-02-16,#Health,74133,212423,0.71,Canada
2024-09-09,#Nature,109282,504363,0.03,Italy
2024-10-19,#Adventure,66217,255227,0.41,Nigeria
2024-11-14,#Analytics,58077,196234,0.99,Indonesia
2024-11-25,#Elections2025,123378,298312,0.52,Australia
2025-02-02,#Science,2597,13070,-0.22,Turkey
2025-01-28,#ClimateChange,47082,100513,0.04,South Africa
2024-07-19,#AI,118848,442510,-0.11,UK
2025-02-10,#Movies,33583,129245,0.66,Germany
2025-05-06,#Innovation,100373,498454,0.41,Nigeria
2024-08-05,#Cloud,23623,100145,0.9,Germany
2024-12-07,#Business,78197,283938,-0.27,Australia
2024-10-01,#Politics,181045,707832,0.43,Spain
2025-05-14,#Nature,156218,621590,-0.03,France
2024-10-28,#Art,93870,498497,0.68,Indonesia
2024-08-07,#Productivity,71582,257633,0.97,Canada
2024-06-12,#Analytics,137048,709023,-0.55,Turkey
2024-08-04,#Sustainability,171611,902616,-0.43,Italy
2024-05-31,#Nature,108680,614311,-0.05,South Korea
2025-05-24,#Cloud,147659,829732,-0.61,UK
2024-10-30,#Foodie,111701,191413,0.74,UK
2024-10-10,#Finance,77406,454974,0.55,India
2025-03-14,#MentalHealth,80233,377535,0.11,USA
2025-04-03,#Startup,133406,243334,-0.6,France
2024-09-11,#Vegan,196309,633140,0.53,Italy
2024-11-11,#Motivation,112868,662997,0.28,Japan
2024-10-01,#Gaming,44128,107186,-0.82,South Africa
2024-09-12,#ClimateChange,131338,530193,0.72,USA
2024-08-14,#5G,195023,297940,-0.53,South Africa
2025-03-06,#ViralVideo,14512,52527,0.97,Russia
2024-11-10,#Coding,190539,602594,0.86,Spain
2024-08-06,#Elections2025,18301,95840,-0.22,India
2025-05-27,#Entrepreneur,165963,290055,0.54,UK
2025-03-17,#Science,27182,108253,0.09,Mexico
2024-07-30,#IoT,116336,686555,0.36,China
2024-06-08,#BigData,156370,731119,-0.05,India
2025-04-27,#RemoteWork,34831,59896,0.38,USA
2025-02-24,#Art,2267,4244,-0.03,Mexico
2025-05-20,#Robotics,157456,283878,0.25,Russia
2024-08-11,#Robotics,106785,374696,0.72,Spain
2024-09-01,#Health,57395,94598,-0.01,Spain
2025-03-27,#Robotics,42470,213987,-0.07,Mexico
2025-02-03,#Elections2025,23065,41621,-0.9,South Africa
2025-04-18,#Motivation,99842,474582,0.8,Canada
2025-02-11,#Blockchain,113723,288284,0.93,South Africa
2025-01-25,#Sustainability,55003,178237,0.5,Russia
2025-04-13,#Productivity,156207,352340,0.78,Japan
2024-08-10,#Health,105946,609107,0.86,USA
2024-08-21,#Foodie,140568,519114,-0.01,Spain
2024-10-15,#FoodPorn,183743,295005,-0.07,South Korea
2024-12-04,#Motivation,1882,4251,-0.01,Brazil
2024-09-05,#SelfCare,45768,202179,-0.75,Egypt
2024-08-01,#Business,34031,67008,-0.58,Italy
2025-03-21,#Investing,140594,333086,-0.56,USA
